,DateTime,local_datetime,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DNI,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Kcs
7587,2022-05-05 21:20:00,2022-05-05 15:20:00,21.5,0.92,0.091,0.64,103,932,829,-1.3,103,932,829,0.323,21.77,38.84,0.92,0.14,823,1.0,341,4.7,1.0
7588,2022-05-05 21:30:00,2022-05-05 15:30:00,21.5,0.92,0.091,0.64,102,926,805,-1.3,102,926,805,0.323,21.77,40.58,0.92,0.14,823,1.0,341,4.7,1.0
7589,2022-05-05 21:40:00,2022-05-05 15:40:00,21.5,0.94,0.081,0.64,96,930,783,-1.6,96,930,783,0.322,21.22,42.35,0.92,0.14,823,1.0,340,4.6,1.0
7590,2022-05-05 21:50:00,2022-05-05 15:50:00,21.5,0.94,0.081,0.64,94,923,757,-1.6,94,923,757,0.322,21.22,44.15,0.92,0.14,823,1.0,339,4.6,1.0
7591,2022-05-05 22:00:00,2022-05-05 16:00:00,21.5,0.94,0.081,0.64,93,915,729,-1.6,93,915,729,0.322,21.22,45.98,0.92,0.14,823,1.0,338,4.6,1.0
7592,2022-05-05 22:10:00,2022-05-05 16:10:00,21.4,0.94,0.081,0.64,92,907,701,-1.6,92,907,701,0.322,21.35,47.82,0.92,0.14,823,1.0,338,4.5,1.0
7593,2022-05-05 22:20:00,2022-05-05 16:20:00,21.3,0.94,0.081,0.64,90,898,671,-1.6,90,898,671,0.322,21.48,49.69,0.92,0.14,823,1.0,337,4.4,1.0
7594,2022-05-05 22:30:00,2022-05-05 16:30:00,21.2,0.94,0.081,0.64,89,892,643,-1.6,89,892,643,0.321,21.62,51.57,0.92,0.14,823,0.9,336,4.4,1.0
7595,2022-05-05 22:40:00,2022-05-05 16:40:00,21.1,0.9,0.074,0.64,84,889,613,-1.9,84,889,613,0.321,21.26,53.46,0.92,0.14,823,0.9,335,4.3,1.0
7596,2022-05-05 22:50:00,2022-05-05 16:50:00,21.0,0.9,0.074,0.64,83,877,581,-1.9,83,877,581,0.321,21.39,55.36,0.92,0.14,823,0.9,335,4.2,1.0
7597,2022-05-05 23:00:00,2022-05-05 17:00:00,20.9,0.9,0.074,0.64,81,864,548,-1.9,81,864,548,0.321,21.53,57.27,0.92,0.14,823,0.9,334,4.2,1.0
7598,2022-05-05 23:10:00,2022-05-05 17:10:00,20.7,0.9,0.074,0.64,79,851,514,-1.9,79,851,514,0.32,21.79,59.18,0.92,0.14,823,0.9,333,4.0,1.0
7599,2022-05-05 23:20:00,2022-05-05 17:20:00,20.4,0.9,0.074,0.64,77,835,480,-1.9,77,835,480,0.32,22.2,61.1,0.92,0.14,823,0.9,331,3.9,1.0
7600,2022-05-05 23:30:00,2022-05-05 17:30:00,20.2,0.9,0.074,0.64,74,818,445,-1.9,74,818,445,0.32,22.5,63.02,0.92,0.14,824,0.9,330,3.7,1.0
7601,2022-05-05 23:40:00,2022-05-05 17:40:00,20.0,0.85,0.071,0.64,71,802,411,-1.4,71,802,411,0.319,23.56,64.93,0.92,0.14,824,0.9,329,3.6,1.0
7602,2022-05-05 23:50:00,2022-05-05 17:50:00,19.7,0.85,0.071,0.64,69,781,376,-1.4,69,781,376,0.319,24.01,66.85,0.92,0.14,824,0.9,328,3.4,1.0
7603,2022-05-06 00:00:00,2022-05-05 18:00:00,19.5,0.85,0.071,0.64,66,757,340,-1.4,66,757,340,0.318,24.3,68.77,0.92,0.14,824,0.9,327,3.2,1.0
7604,2022-05-06 00:10:00,2022-05-05 18:10:00,18.8,0.85,0.071,0.64,63,731,305,-1.4,63,731,305,0.318,25.38,70.68,0.92,0.14,824,0.9,326,2.9,1.0
7605,2022-05-06 00:20:00,2022-05-05 18:20:00,18.0,0.85,0.071,0.64,60,701,270,-1.4,60,701,270,0.317,26.68,72.58,0.92,0.14,824,0.9,325,2.6,1.0
7606,2022-05-06 00:30:00,2022-05-05 18:30:00,17.3,0.85,0.071,0.64,56,666,235,-1.5,56,666,235,0.317,27.88,74.48,0.92,0.14,824,0.9,324,2.3,1.0
7607,2022-05-06 00:40:00,2022-05-05 18:40:00,16.6,0.83,0.071,0.64,53,626,200,1.8,53,626,200,0.316,37.02,76.37,0.92,0.14,824,0.9,324,1.9,1.0
7608,2022-05-06 00:50:00,2022-05-05 18:50:00,15.9,0.83,0.071,0.64,49,580,167,1.8,49,580,167,0.316,38.7,78.24,0.92,0.14,824,0.9,323,1.6,1.0
7609,2022-05-06 01:00:00,2022-05-05 19:00:00,15.2,0.83,0.071,0.64,44,526,134,1.8,44,526,134,0.316,40.47,80.11,0.92,0.14,824,0.9,322,1.3,1.0
7610,2022-05-06 01:10:00,2022-05-05 19:10:00,14.7,0.83,0.071,0.64,39,462,103,1.8,39,462,103,0.315,41.79,81.96,0.92,0.14,824,0.9,320,1.2,1.0
7611,2022-05-06 12:40:00,2022-05-06 06:40:00,12.2,0.9,0.102,0.64,42,379,91,-1.2,69,90,81,0.314,39.6,82.47,0.94,0.14,823,1.1,235,2.5,0.89
7612,2022-05-06 12:50:00,2022-05-06 06:50:00,12.9,0.9,0.102,0.64,48,446,121,-1.2,79,19,83,0.314,37.83,80.62,0.94,0.14,823,1.1,233,2.5,0.686
7613,2022-05-06 13:00:00,2022-05-06 07:00:00,13.6,0.9,0.102,0.64,54,504,152,-1.1,99,168,131,0.314,36.14,78.76,0.94,0.14,823,1.1,230,2.6,0.862
7614,2022-05-06 13:10:00,2022-05-06 07:10:00,14.4,0.9,0.102,0.64,59,554,185,-1.1,120,132,149,0.314,34.32,76.89,0.94,0.14,823,1.1,231,2.6,0.805
7615,2022-05-06 13:20:00,2022-05-06 07:20:00,15.2,0.9,0.102,0.64,63,597,218,-1.1,122,267,191,0.314,32.6,75.0,0.93,0.14,823,1.1,231,2.7,0.876
7616,2022-05-06 13:30:00,2022-05-06 07:30:00,15.9,0.9,0.102,0.64,67,635,252,-1.1,144,215,207,0.314,31.18,73.1,0.93,0.14,823,1.1,232,2.7,0.821
7617,2022-05-06 13:40:00,2022-05-06 07:40:00,16.7,0.89,0.102,0.64,71,668,287,-2.2,164,178,221,0.314,27.46,71.2,0.93,0.14,823,1.1,232,2.7,0.77
7618,2022-05-06 13:50:00,2022-05-06 07:50:00,17.4,0.89,0.102,0.64,75,697,322,-2.2,180,159,237,0.313,26.28,69.29,0.93,0.14,823,1.1,233,2.8,0.736
7619,2022-05-06 14:00:00,2022-05-06 08:00:00,18.2,0.89,0.102,0.64,78,723,357,-2.2,195,152,254,0.313,25.02,67.37,0.93,0.14,824,1.1,233,2.8,0.711
7620,2022-05-06 14:10:00,2022-05-06 08:10:00,18.8,0.89,0.102,0.64,81,747,392,-2.2,186,41,203,0.313,24.1,65.45,0.93,0.14,824,1.1,241,2.9,0.518
7621,2022-05-06 14:20:00,2022-05-06 08:20:00,19.4,0.89,0.102,0.64,84,768,426,-2.2,181,28,194,0.313,23.22,63.53,0.93,0.14,824,1.1,248,2.9,0.455
7622,2022-05-06 14:30:00,2022-05-06 08:30:00,19.9,0.89,0.102,0.64,87,787,461,-2.1,228,72,262,0.312,22.51,61.61,0.93,0.14,824,1.1,255,3.0,0.568
7623,2022-05-06 14:40:00,2022-05-06 08:40:00,20.5,0.87,0.102,0.64,90,803,495,-3.1,251,122,313,0.312,20.19,59.69,0.93,0.14,824,1.1,263,3.0,0.632
7624,2022-05-06 14:50:00,2022-05-06 08:50:00,21.1,0.87,0.102,0.64,92,819,529,-3.1,266,157,350,0.311,19.46,57.77,0.93,0.14,824,1.1,270,3.0,0.662
7625,2022-05-06 15:00:00,2022-05-06 09:00:00,21.6,0.87,0.102,0.64,94,833,562,-3.1,270,250,411,0.311,18.87,55.86,0.93,0.14,824,1.1,278,3.1,0.731
7626,2022-05-06 15:10:00,2022-05-06 09:10:00,22.0,0.87,0.102,0.64,96,846,594,-3.1,289,230,424,0.31,18.42,53.95,0.93,0.14,824,1.1,280,3.1,0.714
7627,2022-05-06 15:20:00,2022-05-06 09:20:00,22.3,0.87,0.102,0.64,98,858,626,-3.1,304,204,429,0.309,18.09,52.06,0.93,0.14,824,1.1,283,3.1,0.685
7628,2022-05-06 15:30:00,2022-05-06 09:30:00,22.6,0.87,0.102,0.64,100,869,656,-3.1,315,221,456,0.308,17.76,50.17,0.93,0.14,824,1.1,286,3.1,0.695
7629,2022-05-06 15:40:00,2022-05-06 09:40:00,22.9,0.85,0.103,0.64,102,877,686,-3.7,323,254,492,0.307,16.75,48.3,0.93,0.14,824,1.1,288,3.1,0.717
7630,2022-05-06 15:50:00,2022-05-06 09:50:00,23.2,0.85,0.103,0.64,104,886,715,-3.7,329,290,529,0.306,16.45,46.44,0.93,0.14,824,1.1,291,3.1,0.74
7631,2022-05-06 16:00:00,2022-05-06 10:00:00,23.6,0.85,0.103,0.64,106,894,742,-3.7,339,298,551,0.305,16.06,44.6,0.93,0.14,824,1.1,293,3.1,0.743
7632,2022-05-06 16:10:00,2022-05-06 10:10:00,23.8,0.85,0.103,0.64,107,902,769,-3.7,352,287,562,0.304,15.87,42.79,0.93,0.14,824,1.1,294,3.0,0.731
7633,2022-05-06 16:20:00,2022-05-06 10:20:00,24.1,0.85,0.103,0.64,108,909,794,-3.7,362,288,579,0.304,15.58,41.0,0.93,0.14,824,1.1,294,3.0,0.729
7634,2022-05-06 16:30:00,2022-05-06 10:30:00,24.3,0.85,0.103,0.64,110,915,818,-3.7,367,310,607,0.303,15.38,39.24,0.93,0.14,823,1.1,294,2.9,0.742
7635,2022-05-06 16:40:00,2022-05-06 10:40:00,24.6,0.84,0.102,0.64,110,922,841,-3.8,365,348,641,0.302,14.92,37.52,0.93,0.14,823,1.1,295,2.9,0.762
7636,2022-05-06 16:50:00,2022-05-06 10:50:00,24.8,0.84,0.102,0.64,111,927,863,-3.8,362,382,672,0.301,14.75,35.85,0.93,0.14,823,1.1,295,2.8,0.779
7637,2022-05-06 17:00:00,2022-05-06 11:00:00,25.1,0.84,0.102,0.64,112,932,883,-3.8,378,328,649,0.3,14.49,34.23,0.93,0.14,823,1.1,295,2.8,0.735
7638,2022-05-06 17:10:00,2022-05-06 11:10:00,25.3,0.84,0.102,0.64,113,936,901,-3.8,389,310,651,0.299,14.32,32.66,0.93,0.14,823,1.1,294,2.8,0.723
7639,2022-05-06 17:20:00,2022-05-06 11:20:00,25.5,0.84,0.102,0.64,114,940,918,-3.8,399,302,657,0.299,14.15,31.17,0.93,0.14,823,1.1,294,2.8,0.716
7640,2022-05-06 17:30:00,2022-05-06 11:30:00,25.8,0.84,0.102,0.64,115,943,934,-3.8,359,417,721,0.298,13.9,29.75,0.93,0.14,823,1.1,293,2.8,0.772
7641,2022-05-06 17:40:00,2022-05-06 11:40:00,26.0,0.86,0.09,0.64,109,956,950,-3.5,382,404,738,0.297,14.11,28.43,0.93,0.14,823,1.1,292,2.8,0.777
7642,2022-05-06 17:50:00,2022-05-06 11:50:00,26.2,0.86,0.09,0.64,109,959,962,-3.5,369,437,758,0.297,13.94,27.22,0.92,0.14,823,1.1,291,2.7,0.788
7643,2022-05-06 18:00:00,2022-05-06 12:00:00,26.4,0.86,0.09,0.64,109,961,972,-3.5,404,367,733,0.296,13.78,26.13,0.92,0.14,823,1.1,290,2.7,0.754
7644,2022-05-06 18:10:00,2022-05-06 12:10:00,26.6,0.86,0.09,0.64,110,963,981,-3.5,377,393,734,0.296,13.62,25.18,0.92,0.14,823,1.1,290,2.7,0.748
7645,2022-05-06 18:20:00,2022-05-06 12:20:00,26.8,0.86,0.09,0.64,110,964,988,-3.5,377,417,757,0.295,13.46,24.38,0.92,0.14,823,1.1,289,2.7,0.766
7646,2022-05-06 18:30:00,2022-05-06 12:30:00,26.9,0.86,0.09,0.64,110,965,994,-3.5,309,549,811,0.295,13.38,23.76,0.92,0.14,823,1.1,288,2.8,0.816
7647,2022-05-06 18:40:00,2022-05-06 12:40:00,27.1,0.88,0.085,0.64,108,970,999,-2.9,329,515,803,0.294,13.84,23.33,0.92,0.14,823,1.1,287,2.8,0.804
7648,2022-05-06 18:50:00,2022-05-06 12:50:00,27.2,0.88,0.085,0.64,108,971,1001,-2.9,391,401,759,0.294,13.74,23.09,0.92,0.14,822,1.1,287,2.8,0.758
7649,2022-05-06 19:00:00,2022-05-06 13:00:00,27.4,0.88,0.085,0.64,108,971,1001,-2.9,304,591,848,0.293,13.58,23.05,0.92,0.14,822,1.1,286,2.8,0.847
7650,2022-05-06 19:10:00,2022-05-06 13:10:00,27.5,0.88,0.085,0.64,108,971,1000,-2.9,231,741,911,0.293,13.51,23.22,0.92,0.14,822,1.1,286,2.8,0.911
7651,2022-05-06 19:20:00,2022-05-06 13:20:00,27.6,0.88,0.085,0.64,108,970,997,-2.9,283,658,886,0.292,13.43,23.59,0.92,0.14,822,1.1,286,2.8,0.889
7652,2022-05-06 19:30:00,2022-05-06 13:30:00,27.7,0.88,0.085,0.64,107,969,992,-2.9,298,623,867,0.292,13.35,24.15,0.92,0.14,822,1.1,286,2.8,0.874
7653,2022-05-06 19:40:00,2022-05-06 13:40:00,27.8,0.94,0.078,0.64,103,974,987,-2.3,87,942,941,0.291,13.85,24.89,0.92,0.14,822,1.1,286,2.8,0.953
7654,2022-05-06 19:50:00,2022-05-06 13:50:00,27.9,0.94,0.078,0.64,103,973,979,-2.3,80,952,937,0.291,13.77,25.79,0.92,0.14,822,1.1,286,2.8,0.957
7655,2022-05-06 20:00:00,2022-05-06 14:00:00,28.0,0.94,0.078,0.64,102,968,965,-2.3,191,816,919,0.29,13.69,26.84,0.92,0.14,822,1.2,285,2.9,0.952
7656,2022-05-06 20:10:00,2022-05-06 14:10:00,28.0,0.94,0.078,0.64,102,965,954,-2.3,71,935,897,0.29,13.69,28.01,0.92,0.14,822,1.2,287,2.9,0.94
7657,2022-05-06 20:20:00,2022-05-06 14:20:00,28.0,0.94,0.078,0.64,101,963,941,-2.3,158,801,857,0.289,13.69,29.3,0.92,0.14,822,1.2,288,2.9,0.911
7658,2022-05-06 20:30:00,2022-05-06 14:30:00,28.0,0.94,0.078,0.64,100,960,925,-2.3,209,712,822,0.289,13.69,30.68,0.91,0.14,822,1.2,289,2.9,0.889
7659,2022-05-06 20:40:00,2022-05-06 14:40:00,28.1,1.1,0.062,0.64,90,972,913,-1.8,322,639,863,0.288,14.07,32.15,0.91,0.14,822,1.2,290,2.9,0.945
7660,2022-05-06 20:50:00,2022-05-06 14:50:00,28.1,1.1,0.062,0.64,90,968,895,-1.8,241,662,792,0.288,14.07,33.69,0.91,0.14,822,1.2,291,3.0,0.885
7661,2022-05-06 21:00:00,2022-05-06 15:00:00,28.1,1.1,0.062,0.64,89,964,876,-1.8,217,714,800,0.287,14.07,35.3,0.91,0.14,822,1.2,292,3.0,0.913
7662,2022-05-06 21:10:00,2022-05-06 15:10:00,28.1,1.1,0.062,0.64,88,960,855,-1.8,205,737,794,0.287,14.07,36.95,0.91,0.14,822,1.2,293,3.0,0.929
7663,2022-05-06 21:20:00,2022-05-06 15:20:00,28.0,1.1,0.062,0.64,87,955,833,-1.8,259,563,699,0.287,14.15,38.66,0.91,0.14,822,1.2,295,3.0,0.839
7664,2022-05-06 21:30:00,2022-05-06 15:30:00,28.0,1.1,0.062,0.64,86,950,810,-1.9,336,45,370,0.287,14.14,40.4,0.91,0.14,821,1.2,296,3.1,0.457
7665,2022-05-06 21:40:00,2022-05-06 15:40:00,27.9,1.17,0.061,0.64,85,946,785,-1.5,362,80,421,0.286,14.56,42.18,0.91,0.14,821,1.2,298,3.1,0.536
7666,2022-05-06 21:50:00,2022-05-06 15:50:00,27.9,1.17,0.061,0.64,83,939,759,-1.5,275,18,287,0.286,14.56,43.98,0.91,0.14,821,1.2,300,3.1,0.378
7667,2022-05-06 22:00:00,2022-05-06 16:00:00,27.8,1.17,0.061,0.64,82,932,732,-1.5,325,65,370,0.286,14.64,45.81,0.91,0.14,821,1.2,301,3.1,0.505
7668,2022-05-06 22:10:00,2022-05-06 16:10:00,27.6,1.17,0.061,0.64,81,921,701,-1.5,233,12,241,0.285,14.81,47.66,0.91,0.14,821,1.3,302,3.1,0.344
7669,2022-05-06 22:20:00,2022-05-06 16:20:00,27.5,1.17,0.061,0.64,80,913,672,-1.5,311,126,393,0.285,14.9,49.53,0.91,0.14,821,1.3,303,3.1,0.585
7670,2022-05-06 22:30:00,2022-05-06 16:30:00,27.3,1.17,0.061,0.64,78,904,642,-1.5,256,34,277,0.285,15.07,51.41,0.91,0.14,821,1.3,304,3.1,0.431
7671,2022-05-06 22:40:00,2022-05-06 16:40:00,27.1,1.23,0.067,0.64,80,888,610,-1.2,186,8,190,0.284,15.66,53.3,0.92,0.14,821,1.3,306,3.0,0.311
7672,2022-05-06 22:50:00,2022-05-06 16:50:00,27.0,1.23,0.067,0.64,78,877,578,-1.2,201,15,210,0.284,15.75,55.2,0.92,0.14,821,1.3,307,3.0,0.363
7673,2022-05-06 23:00:00,2022-05-06 17:00:00,26.8,1.23,0.067,0.64,76,864,546,-1.2,242,58,274,0.284,15.94,57.11,0.92,0.14,821,1.3,308,3.0,0.502
7674,2022-05-06 23:10:00,2022-05-06 17:10:00,26.5,1.23,0.067,0.64,74,851,512,-1.2,235,212,344,0.284,16.24,59.03,0.92,0.14,822,1.3,308,2.8,0.672
7675,2022-05-06 23:20:00,2022-05-06 17:20:00,26.1,1.23,0.067,0.64,72,836,478,-1.2,199,379,383,0.284,16.62,60.94,0.92,0.14,822,1.3,309,2.7,0.801
7676,2022-05-06 23:30:00,2022-05-06 17:30:00,25.7,1.23,0.067,0.64,70,820,444,-1.2,144,636,434,0.284,17.02,62.86,0.92,0.14,822,1.3,309,2.5,0.977
7677,2022-05-07 00:30:00,2022-05-06 18:30:00,22.8,1.24,0.071,0.64,55,665,235,1.6,23,584,181,0.283,24.76,74.32,0.92,0.14,822,1.3,320,1.4,0.77
7678,2022-05-07 00:40:00,2022-05-06 18:40:00,22.2,1.18,0.067,0.64,51,633,201,4.5,44,451,152,0.283,31.57,76.21,0.92,0.14,822,1.3,324,1.2,0.756
7679,2022-05-07 00:50:00,2022-05-06 18:50:00,21.6,1.18,0.067,0.64,47,589,168,4.5,75,129,102,0.283,32.75,78.09,0.92,0.14,822,1.3,327,1.1,0.607
7680,2022-05-07 01:00:00,2022-05-06 19:00:00,21.0,1.18,0.067,0.64,42,539,136,4.5,35,454,114,0.283,33.97,79.95,0.92,0.14,822,1.3,330,0.9,0.838
7681,2022-05-07 12:20:00,2022-05-07 06:20:00,14.1,1.1,0.068,0.64,24,301,45,-2.2,24,301,45,0.296,32.34,85.89,0.92,0.14,819,1.0,221,4.3,1.0
7682,2022-05-07 12:30:00,2022-05-07 06:30:00,14.7,1.1,0.068,0.64,31,391,71,-2.2,31,391,71,0.297,31.11,84.1,0.92,0.14,819,1.0,222,4.5,1.0
7683,2022-05-07 12:40:00,2022-05-07 06:40:00,15.3,1.01,0.072,0.64,37,454,98,-2.8,37,454,98,0.297,28.72,82.28,0.92,0.14,819,1.0,223,4.7,1.0
7684,2022-05-07 12:50:00,2022-05-07 06:50:00,15.9,1.01,0.072,0.64,42,518,129,-2.8,42,518,129,0.298,27.64,80.44,0.92,0.14,819,1.0,223,4.9,1.0
7685,2022-05-07 13:00:00,2022-05-07 07:00:00,16.6,1.01,0.072,0.64,47,572,161,-2.8,85,340,152,0.298,26.44,78.58,0.92,0.14,819,1.0,224,5.1,0.944
7686,2022-05-07 13:20:00,2022-05-07 07:20:00,18.0,1.01,0.072,0.64,55,659,228,-2.8,114,312,196,0.3,24.18,74.82,0.92,0.14,818,1.0,224,5.1,0.86
7687,2022-05-07 13:30:00,2022-05-07 07:30:00,18.7,1.01,0.072,0.64,59,694,263,-2.8,137,241,208,0.3,23.14,72.92,0.92,0.14,818,1.0,224,5.1,0.791
7688,2022-05-07 13:40:00,2022-05-07 07:40:00,19.5,0.96,0.08,0.64,65,711,296,-2.7,146,302,244,0.301,22.12,71.02,0.92,0.14,818,1.0,224,5.1,0.824
7689,2022-05-07 13:50:00,2022-05-07 07:50:00,20.2,0.96,0.08,0.64,67,735,329,-2.7,139,419,289,0.301,21.18,69.11,0.92,0.14,818,1.1,224,5.1,0.878
7690,2022-05-07 14:00:00,2022-05-07 08:00:00,20.9,0.96,0.08,0.64,70,759,364,-2.7,144,481,330,0.302,20.29,67.2,0.92,0.14,818,1.1,224,5.1,0.907
7691,2022-05-07 14:10:00,2022-05-07 08:10:00,21.6,0.96,0.08,0.64,73,781,400,-2.7,174,395,339,0.302,19.44,65.28,0.92,0.14,818,1.1,227,5.1,0.848
7692,2022-05-07 14:20:00,2022-05-07 08:20:00,22.3,0.96,0.08,0.64,75,801,434,-2.7,75,801,434,0.302,18.63,63.36,0.92,0.14,818,1.1,229,5.2,1.0
7693,2022-05-07 14:40:00,2022-05-07 08:40:00,23.8,0.95,0.094,0.64,85,814,498,-4.0,175,607,483,0.303,15.47,59.51,0.92,0.14,818,1.2,234,5.4,0.97
7694,2022-05-07 14:50:00,2022-05-07 08:50:00,24.5,0.95,0.094,0.64,88,828,531,-4.0,197,532,482,0.303,14.83,57.6,0.92,0.14,818,1.2,237,5.4,0.908
7695,2022-05-07 15:00:00,2022-05-07 09:00:00,25.2,0.95,0.094,0.64,90,842,565,-4.0,209,524,504,0.303,14.23,55.68,0.93,0.14,818,1.2,240,5.5,0.892
7696,2022-05-07 15:20:00,2022-05-07 09:20:00,25.7,0.95,0.094,0.64,94,863,626,-4.0,227,482,525,0.304,13.81,51.88,0.93,0.14,818,1.3,241,5.4,0.839
7697,2022-05-07 15:30:00,2022-05-07 09:30:00,26.0,0.95,0.094,0.64,96,873,657,-4.0,265,381,510,0.304,13.57,49.99,0.93,0.14,818,1.3,242,5.4,0.776
7698,2022-05-07 15:40:00,2022-05-07 09:40:00,26.3,0.97,0.107,0.64,103,870,684,-3.0,300,311,508,0.304,14.31,48.11,0.93,0.14,818,1.3,243,5.3,0.743
7699,2022-05-07 15:50:00,2022-05-07 09:50:00,26.6,0.97,0.107,0.64,104,879,712,-3.0,208,631,644,0.304,14.06,46.25,0.93,0.14,818,1.3,243,5.3,0.904
7700,2022-05-07 16:00:00,2022-05-07 10:00:00,26.8,0.97,0.107,0.64,106,884,737,-3.1,288,454,613,0.304,13.87,44.41,0.93,0.14,817,1.4,244,5.2,0.832
7701,2022-05-07 16:10:00,2022-05-07 10:10:00,27.0,0.97,0.107,0.64,107,892,764,-3.1,210,603,654,0.304,13.71,42.59,0.93,0.14,817,1.4,242,5.2,0.856
7702,2022-05-07 16:20:00,2022-05-07 10:20:00,27.1,0.97,0.107,0.64,109,899,789,-3.1,227,641,712,0.304,13.63,40.8,0.93,0.14,817,1.4,241,5.1,0.902
7703,2022-05-07 16:30:00,2022-05-07 10:30:00,27.3,0.97,0.107,0.64,110,905,813,-3.1,227,665,743,0.304,13.48,39.04,0.93,0.14,817,1.4,239,5.1,0.914
7704,2022-05-07 16:40:00,2022-05-07 10:40:00,27.4,1.01,0.102,0.64,108,915,836,-1.3,90,878,789,0.305,15.29,37.32,0.93,0.14,817,1.4,238,5.1,0.944
7705,2022-05-07 16:50:00,2022-05-07 10:50:00,27.5,1.01,0.102,0.64,109,920,857,-1.3,109,920,857,0.305,15.2,35.64,0.93,0.14,817,1.4,236,5.0,1.0
7706,2022-05-07 17:00:00,2022-05-07 11:00:00,27.7,1.01,0.102,0.64,110,922,874,-1.3,159,834,850,0.305,15.02,34.01,0.93,0.14,817,1.5,234,5.0,0.973
7707,2022-05-07 17:10:00,2022-05-07 11:10:00,27.9,1.01,0.102,0.64,111,926,893,-1.3,323,489,736,0.305,14.85,32.44,0.93,0.14,817,1.5,234,5.1,0.824
7708,2022-05-07 17:20:00,2022-05-07 11:20:00,28.2,1.01,0.102,0.64,112,930,909,-1.3,294,562,776,0.305,14.58,30.94,0.93,0.14,816,1.5,233,5.1,0.854
7709,2022-05-07 17:30:00,2022-05-07 11:30:00,28.5,1.01,0.102,0.64,112,933,925,-1.3,306,560,794,0.305,14.33,29.52,0.93,0.14,816,1.5,232,5.2,0.858
7710,2022-05-07 17:40:00,2022-05-07 11:40:00,28.7,1.03,0.072,0.64,97,961,944,0.2,301,567,801,0.305,15.77,28.19,0.92,0.14,816,1.5,232,5.3,0.849
7711,2022-05-07 17:50:00,2022-05-07 11:50:00,29.0,1.03,0.072,0.64,98,964,956,0.2,430,187,597,0.305,15.5,26.97,0.92,0.14,816,1.5,231,5.4,0.624
7712,2022-05-07 18:00:00,2022-05-07 12:00:00,29.2,1.03,0.072,0.64,98,966,967,0.2,299,586,826,0.305,15.32,25.87,0.92,0.14,816,1.5,230,5.5,0.854
7713,2022-05-07 18:10:00,2022-05-07 12:10:00,29.4,1.03,0.072,0.64,98,967,976,0.2,472,377,814,0.305,15.13,24.92,0.92,0.14,815,1.5,230,5.6,0.834
7714,2022-05-07 18:20:00,2022-05-07 12:20:00,29.6,1.03,0.072,0.64,99,969,983,0.2,170,840,937,0.306,14.95,24.12,0.92,0.14,815,1.5,231,5.6,0.953
7715,2022-05-07 18:30:00,2022-05-07 12:30:00,29.8,1.03,0.072,0.64,99,970,988,0.2,316,552,822,0.306,14.78,23.49,0.92,0.14,815,1.5,231,5.7,0.832
7716,2022-05-07 19:00:00,2022-05-07 13:00:00,30.3,1.0,0.066,0.64,96,975,995,1.2,402,380,752,0.306,15.42,22.78,0.92,0.14,815,1.5,232,6.0,0.756
7717,2022-05-07 19:10:00,2022-05-07 13:10:00,30.3,1.0,0.066,0.64,96,975,994,1.2,281,640,871,0.307,15.4,22.95,0.92,0.14,814,1.5,233,6.0,0.876
7718,2022-05-07 19:20:00,2022-05-07 13:20:00,30.4,1.0,0.066,0.64,96,975,991,1.2,313,556,824,0.307,15.31,23.33,0.92,0.14,814,1.5,233,6.1,0.831
7719,2022-05-07 19:30:00,2022-05-07 13:30:00,30.5,1.0,0.066,0.64,96,974,986,1.2,247,710,896,0.307,15.23,23.89,0.92,0.14,814,1.5,234,6.1,0.909
7720,2022-05-07 19:40:00,2022-05-07 13:40:00,30.5,0.96,0.062,0.64,93,976,980,1.5,396,373,735,0.308,15.66,24.64,0.92,0.14,814,1.5,234,6.2,0.75
7721,2022-05-07 19:50:00,2022-05-07 13:50:00,30.6,0.96,0.062,0.64,93,974,972,1.5,274,637,849,0.308,15.57,25.55,0.92,0.14,814,1.5,235,6.2,0.873
7722,2022-05-07 20:00:00,2022-05-07 14:00:00,30.6,0.96,0.062,0.64,93,972,962,1.5,362,445,760,0.309,15.57,26.6,0.92,0.14,814,1.5,235,6.3,0.79
7723,2022-05-07 20:10:00,2022-05-07 14:10:00,30.6,0.96,0.062,0.64,92,970,950,1.5,308,538,784,0.309,15.57,27.78,0.91,0.14,814,1.5,236,6.2,0.825
7724,2022-05-07 20:20:00,2022-05-07 14:20:00,30.6,0.96,0.062,0.64,91,968,937,1.5,378,311,650,0.309,15.55,29.08,0.91,0.14,813,1.5,237,6.2,0.694
7725,2022-05-07 20:30:00,2022-05-07 14:30:00,30.6,0.96,0.062,0.64,91,965,922,1.5,292,7,298,0.309,15.55,30.47,0.91,0.14,813,1.5,238,6.1,0.323
7726,2022-05-07 20:40:00,2022-05-07 14:40:00,30.6,0.91,0.05,0.64,84,972,909,1.2,407,138,524,0.309,15.23,31.95,0.91,0.14,813,1.5,239,6.1,0.576
7727,2022-05-07 20:50:00,2022-05-07 14:50:00,30.5,0.91,0.05,0.64,84,972,894,1.2,336,356,633,0.309,15.31,33.49,0.91,0.14,813,1.4,239,6.0,0.708
